pdb_id	PDBbind_v18_subset	PLANet_v18	PDBbind_v18_subset_union_PLANet_v18
6gl8	0.3592233009708738	0.36363636363636365	0.36363636363636365
5vio	0.4	0.4	0.4
5of0	0.46153846153846156	0.6111111111111112	0.6111111111111112
6dki	0.30120481927710846	0.38271604938271603	0.38271604938271603
6aqf	0.5151515151515151	0.5151515151515151	0.5151515151515151
6e59	0.21052631578947367	0.26136363636363635	0.26136363636363635
5kks	0.4868421052631579	0.6666666666666666	0.6666666666666666
5zkb	0.26744186046511625	0.32608695652173914	0.32608695652173914
6awo	0.22535211267605634	0.28125	0.28125
6f22	0.3380281690140845	0.5151515151515151	0.5151515151515151
6br2	0.2871287128712871	0.30612244897959184	0.30612244897959184
6br3	0.2702702702702703	0.2882882882882883	0.2882882882882883
5zk3	0.38461538461538464	0.38461538461538464	0.38461538461538464
6gdg	0.5925925925925926	0.8461538461538461	0.8461538461538461
5y80	0.6533333333333333	0.7246376811594203	0.7246376811594203
5k0m	0.5205479452054794	0.5540540540540541	0.5540540540540541
5vil	0.38961038961038963	0.38961038961038963	0.38961038961038963
5zeq	0.3333333333333333	0.3333333333333333	0.3333333333333333
5zz2	0.32894736842105265	0.35365853658536583	0.35365853658536583
6c7j	0.30864197530864196	0.5454545454545454	0.5454545454545454
5zk8	0.3225806451612903	0.4	0.4
6b2p	0.35064935064935066	0.4520547945205479	0.4520547945205479
6hmx	0.48484848484848486	0.484375	0.48484848484848486
6bqg	0.44680851063829785	0.32710280373831774	0.44680851063829785
5wr7	0.23684210526315788	0.31958762886597936	0.31958762886597936
5ws3	0.4074074074074074	0.4074074074074074	0.4074074074074074
6f7q	0.5454545454545454	0.3484848484848485	0.5454545454545454
5kkt	0.345679012345679	0.5057471264367817	0.5057471264367817
5zo7	0.35185185185185186	0.35	0.35185185185185186
6bsl	0.2761904761904762	0.2761904761904762	0.2761904761904762
6bw8	0.4666666666666667	0.8636363636363636	0.8636363636363636
6c7r	0.40229885057471265	0.5	0.5
6ck6	0.2328767123287671	0.25806451612903225	0.25806451612903225
6hkj	0.4262295081967213	0.5714285714285714	0.5714285714285714
5w0e	0.4329896907216495	0.8607594936708861	0.8607594936708861
6b7h	0.34328358208955223	0.3787878787878788	0.3787878787878788
6c4d	0.3258426966292135	0.43373493975903615	0.43373493975903615
5nwz	0.38461538461538464	0.4383561643835616	0.4383561643835616
6aum	0.5517241379310345	0.75	0.75
5j20	0.2839506172839506	0.34831460674157305	0.34831460674157305
6aak	0.358974358974359	0.5	0.5
6c7q	0.4069767441860465	0.5375	0.5375
6dkb	0.3068181818181818	0.3333333333333333	0.3333333333333333
5zz4	0.6708860759493671	0.8169014084507042	0.8169014084507042
5zun	0.2857142857142857	0.2857142857142857	0.2857142857142857
5laq	0.30392156862745096	0.32323232323232326	0.32323232323232326
6awn	0.6	0.5254237288135594	0.6
6h33	0.5416666666666666	0.5416666666666666	0.5416666666666666
6drx	0.7213114754098361	0.5373134328358209	0.7213114754098361
6g3o	0.3103448275862069	0.35384615384615387	0.35384615384615387
6h2z	0.5531914893617021	0.5531914893617021	0.5531914893617021
6h34	0.4444444444444444	0.47540983606557374	0.47540983606557374
6h36	0.5531914893617021	0.5531914893617021	0.5531914893617021
5n9n	0.2716049382716049	0.28205128205128205	0.28205128205128205
5x27	0.5735294117647058	0.5735294117647058	0.5735294117647058
6got	0.5	0.5945945945945946	0.5945945945945946
6acb	0.2857142857142857	0.29591836734693877	0.29591836734693877
