pdb_id	PDBbind_v18_subset	PLANet_v18	PDBbind_v18_subset_union_PLANet_v18
6c7i	0.3684210526315789	0.56	0.56
6bc9	0.7555555555555555	0.5614035087719298	0.7555555555555555
6dry	0.6615384615384615	0.6764705882352942	0.6764705882352942
6mx8	0.7375	0.5476190476190477	0.7375
6h7y	0.47540983606557374	0.7291666666666666	0.7291666666666666
5llc	0.7674418604651163	0.40425531914893614	0.7674418604651163
6c7f	0.34444444444444444	0.5394736842105263	0.5394736842105263
6b8y	0.3333333333333333	0.4098360655737705	0.4098360655737705
6g6w	0.2608695652173913	0.8536585365853658	0.8536585365853658
6fs0	0.2459016393442623	0.2903225806451613	0.2903225806451613
6bqh	0.2823529411764706	0.2564102564102564	0.2823529411764706
5ywx	0.3380281690140845	0.391304347826087	0.391304347826087
6hkz	0.4852941176470588	0.5303030303030303	0.5303030303030303
6ggn	0.2553191489361702	0.7647058823529411	0.7647058823529411
5llh	0.4883720930232558	0.5348837209302325	0.5348837209302325
5lle	0.3076923076923077	0.4375	0.4375
5qin	0.3333333333333333	0.4084507042253521	0.4084507042253521
6eqw	0.8870967741935484	0.43902439024390244	0.8870967741935484
6h5w	0.379746835443038	0.75	0.75
6h5x	0.379746835443038	0.75	0.75
5nn0	0.7936507936507936	0.5205479452054794	0.7936507936507936
5llg	0.5294117647058824	0.53125	0.53125
5qim	0.3258426966292135	0.3888888888888889	0.3888888888888889
