assay_chembl_id	assay_type
CHEMBL801710	B
CHEMBL806634	B
CHEMBL3404918	B
CHEMBL3406487	B
CHEMBL3406660	B
CHEMBL803430	B
CHEMBL803431	B
CHEMBL795930	B
CHEMBL799833	B
CHEMBL801748	B
CHEMBL3859773	B
CHEMBL3859580	B
CHEMBL3859989	B
CHEMBL3859988	B
CHEMBL3859581	B
CHEMBL3859579	B
CHEMBL4122878	B
CHEMBL4122879	B
CHEMBL847098	B
CHEMBL4179488	B
CHEMBL4179489	B
CHEMBL801666	B
CHEMBL801665	B
CHEMBL801065	B
CHEMBL801064	B
CHEMBL801749	B
CHEMBL795932	B
CHEMBL806642	B
CHEMBL895252	B
CHEMBL895253	B
CHEMBL895231	B
CHEMBL895232	B
CHEMBL795936	B
CHEMBL800433	B
CHEMBL795271	B
CHEMBL806636	B
CHEMBL4629196	B
CHEMBL872703	B
CHEMBL808205	B
CHEMBL809832	B
CHEMBL809883	B
CHEMBL809834	B
CHEMBL808280	B
CHEMBL809514	B
CHEMBL808196	B
CHEMBL809882	B
CHEMBL839610	B
CHEMBL846629	B
CHEMBL846630	B
CHEMBL804959	B
CHEMBL801232	B
CHEMBL808206	B
CHEMBL802062	B
CHEMBL808203	B
CHEMBL802061	B
CHEMBL802058	B
CHEMBL802051	B
CHEMBL803923	B
CHEMBL802064	B
CHEMBL802056	B
CHEMBL802055	B
CHEMBL810660	B
CHEMBL809700	B
CHEMBL808202	B
CHEMBL810655	B
CHEMBL810653	B
CHEMBL803932	B
CHEMBL801235	B
CHEMBL809836	B
CHEMBL803921	B
CHEMBL801233	B
CHEMBL848647	B
CHEMBL802050	B
CHEMBL2211451	B
CHEMBL3239228	B
CHEMBL3768981	B
CHEMBL3768983	B
CHEMBL3820113	B
CHEMBL4393065	B
CHEMBL3225558	B
CHEMBL839635	B
CHEMBL718352	F
CHEMBL2383344	B
CHEMBL4023218	B
CHEMBL4023224	B
CHEMBL3619416	B
CHEMBL3619270	B
CHEMBL3619412	B
CHEMBL717238	F
CHEMBL3619410	B
CHEMBL3618569	B
CHEMBL3618571	B
CHEMBL3618573	B
CHEMBL3618575	B
CHEMBL3619414	B
CHEMBL4023234	B
CHEMBL717237	B
CHEMBL838848	B
CHEMBL910532	B
CHEMBL2317716	B
CHEMBL2401470	B
CHEMBL2401204	B
CHEMBL2400644	B
CHEMBL2400645	B
CHEMBL2400646	B
CHEMBL1925845	B
CHEMBL4425320	B
CHEMBL761827	B
CHEMBL1833212	B
CHEMBL2019709	B
CHEMBL3374902	B
CHEMBL4189143	B
CHEMBL4395162	B
CHEMBL4397961	B
CHEMBL4404706	B
CHEMBL4419182	B
CHEMBL4422899	B
CHEMBL860122	B
CHEMBL1226046	B
CHEMBL4147411	B
CHEMBL4425323	B
CHEMBL1067576	B
CHEMBL2175751	B
CHEMBL4425322	B
CHEMBL3795224	B
CHEMBL3795218	B
CHEMBL3375590	B
CHEMBL3372159	B
CHEMBL3587234	B
CHEMBL3772727	B
CHEMBL3875439	B
CHEMBL761826	B
CHEMBL855489	B
CHEMBL4251843	B
CHEMBL4425321	B
CHEMBL4340312	B
CHEMBL4340311	B
CHEMBL989823	B
CHEMBL4026405	B
CHEMBL761828	B
CHEMBL1786303	B
CHEMBL1045958	B
CHEMBL1045957	B
CHEMBL1045956	B
CHEMBL1045950	B
CHEMBL1045943	B
CHEMBL840090	B
CHEMBL839598	B
CHEMBL839599	B
CHEMBL864319	B
CHEMBL928330	B
CHEMBL999595	B
CHEMBL999596	B
CHEMBL999598	B
CHEMBL999597	B
CHEMBL999599	B
CHEMBL999600	B
CHEMBL999601	B
CHEMBL999602	B
CHEMBL1023029	B
CHEMBL1036322	B
CHEMBL1261003	B
CHEMBL3225470	B
CHEMBL3225473	B
CHEMBL3238861	B
CHEMBL3362177	B
CHEMBL3362176	B
CHEMBL3383869	B
CHEMBL3630867	B
CHEMBL3739238	B
CHEMBL4146461	B
CHEMBL4266755	B
CHEMBL4266762	B
CHEMBL4390506	B
CHEMBL4404704	B
CHEMBL1000429	B
CHEMBL4425318	B
CHEMBL667808	B
CHEMBL664709	B
CHEMBL667222	B
CHEMBL666409	B
CHEMBL666410	B
CHEMBL761482	B
CHEMBL4425307	B
CHEMBL889299	B
CHEMBL1817064	B
CHEMBL3379223	B
CHEMBL862719	F
CHEMBL904263	F
CHEMBL1059439	B
CHEMBL1028971	B
CHEMBL1013087	B
CHEMBL1013073	B
CHEMBL3379224	B
CHEMBL1064566	B
CHEMBL4001332	B
CHEMBL4048606	B
CHEMBL4027353	B
CHEMBL4001335	B
CHEMBL4001337	B
CHEMBL1064560	B
CHEMBL4369204	B
CHEMBL2162056	B
CHEMBL2162055	B
CHEMBL2162061	B
CHEMBL2162052	B
CHEMBL2162057	B
CHEMBL2162051	B
CHEMBL764175	B
CHEMBL1069546	B
CHEMBL2162058	B
CHEMBL2162054	B
CHEMBL896619	B
CHEMBL896618	B
CHEMBL1069542	B
CHEMBL1069544	B
CHEMBL1069545	B
CHEMBL2162060	B
CHEMBL2162053	B
CHEMBL873419	B
CHEMBL770309	B
CHEMBL772961	B
CHEMBL3887599	B
CHEMBL1103403	B
CHEMBL1119418	B
CHEMBL1103404	B
CHEMBL1103405	B
CHEMBL1103406	B
CHEMBL1103448	B
CHEMBL2318071	B
CHEMBL2318072	B
CHEMBL1103449	B
CHEMBL1173849	B
CHEMBL1173848	B
CHEMBL1211788	B
CHEMBL1211790	B
CHEMBL3706287	B
CHEMBL1670797	B
CHEMBL1670825	B
CHEMBL1212307	B
CHEMBL1212311	B
CHEMBL2213244	B
CHEMBL2213246	B
CHEMBL1292092	B
CHEMBL658343	B
CHEMBL658345	B
CHEMBL1274780	B
CHEMBL832705	B
CHEMBL832883	B
CHEMBL899800	B
CHEMBL899801	B
CHEMBL865648	B
CHEMBL863796	B
CHEMBL912116	B
CHEMBL3385531	B
CHEMBL1119417	B
CHEMBL904732	B
CHEMBL1048481	B
CHEMBL1042337	B
CHEMBL1048482	B
CHEMBL829566	B
CHEMBL1063712	B
CHEMBL1908717	B
CHEMBL3887530	B
CHEMBL3888237	B
CHEMBL4258944	B
CHEMBL4358517	B
CHEMBL1963747	F
CHEMBL2020887	B
CHEMBL864159	B
CHEMBL1249995	B
CHEMBL2185028	B
CHEMBL2185029	B
CHEMBL2185030	B
CHEMBL2185027	B
CHEMBL2446687	B
CHEMBL3088400	B
CHEMBL3088399	B
CHEMBL3267591	B
CHEMBL3267592	B
CHEMBL3380548	B
CHEMBL3380549	B
CHEMBL3293061	B
CHEMBL3428281	B
CHEMBL3428280	B
CHEMBL3389531	B
CHEMBL3399471	B
CHEMBL4152869	B
CHEMBL3887686	B
CHEMBL3887687	B
CHEMBL4018337	B
CHEMBL4328457	B
CHEMBL1244464	B
CHEMBL646740	B
CHEMBL645061	B
CHEMBL645074	B
CHEMBL645081	B
CHEMBL645068	B
CHEMBL645076	B
CHEMBL645088	B
CHEMBL828791	B
CHEMBL4179226	B
CHEMBL645058	B
CHEMBL645063	B
CHEMBL645062	B
CHEMBL645059	B
CHEMBL645066	B
CHEMBL645079	B
CHEMBL1107753	B
CHEMBL2214784	B
CHEMBL2214785	B
CHEMBL2214787	B
CHEMBL1108564	B
CHEMBL4150584	B
CHEMBL1116984	B
CHEMBL4022638	B
CHEMBL1107850	B
CHEMBL1044318	B
CHEMBL1656589	B
CHEMBL1274134	B
CHEMBL3374493	B
CHEMBL1292866	B
CHEMBL1685409	B
CHEMBL4031306	B
CHEMBL4031305	B
CHEMBL1641117	B
CHEMBL1656588	B
CHEMBL4349471	B
CHEMBL4478766	B
CHEMBL4359660	B
CHEMBL1063801	B
CHEMBL1292871	B
CHEMBL4022644	B
CHEMBL4022643	B
CHEMBL4359668	B
CHEMBL4359658	B
CHEMBL4359667	B
CHEMBL4359663	B
CHEMBL4359666	B
CHEMBL4359661	B
CHEMBL1941383	B
CHEMBL1941458	B
CHEMBL1941390	B
CHEMBL1941461	B
CHEMBL1963693	F
CHEMBL2067611	B
CHEMBL2067179	B
CHEMBL3707950	B
CHEMBL3887373	B
CHEMBL3888064	B
CHEMBL4481925	B
CHEMBL704109	B
CHEMBL937065	B
CHEMBL987116	B
CHEMBL3625898	B
CHEMBL3625905	B
CHEMBL2155759	B
CHEMBL2395112	B
CHEMBL2160361	B
CHEMBL2390551	B
CHEMBL2160365	B
CHEMBL2327181	B
CHEMBL2327339	B
CHEMBL2390548	B
CHEMBL2186598	B
CHEMBL2186596	B
CHEMBL4268221	B
CHEMBL908418	B
CHEMBL897052	B
CHEMBL1019775	B
CHEMBL1016953	B
CHEMBL1641122	B
CHEMBL1657171	B
CHEMBL1908670	B
CHEMBL2155755	B
CHEMBL2329053	B
CHEMBL2329570	B
CHEMBL2378509	B
CHEMBL2378515	B
CHEMBL2378973	B
CHEMBL2378977	B
CHEMBL2389436	B
CHEMBL2389440	B
CHEMBL3106995	B
CHEMBL3118993	B
CHEMBL3299213	B
CHEMBL3299201	B
CHEMBL3299209	B
CHEMBL3299216	B
CHEMBL3374010	B
CHEMBL3377096	B
CHEMBL3388144	B
CHEMBL3382736	B
CHEMBL3594576	B
CHEMBL3784139	B
CHEMBL3784147	B
CHEMBL3802363	B
CHEMBL3802364	B
CHEMBL3803216	B
CHEMBL3868063	B
CHEMBL3868066	B
CHEMBL3868067	B
CHEMBL4236384	B
CHEMBL4261266	B
CHEMBL4309398	B
CHEMBL4309397	B
CHEMBL4341343	B
CHEMBL4341349	B
CHEMBL4341350	B
CHEMBL4402146	B
CHEMBL4404825	B
CHEMBL4404829	B
CHEMBL4411592	B
CHEMBL4411595	B
CHEMBL4429697	B
CHEMBL4482009	B
CHEMBL4610789	B
CHEMBL4612622	B
CHEMBL4612628	B
CHEMBL4630016	B
CHEMBL2383933	B
CHEMBL2383938	B
CHEMBL2389428	B
CHEMBL2421811	B
CHEMBL2421805	B
CHEMBL2415128	B
CHEMBL2415137	B
CHEMBL3299230	B
CHEMBL3625890	B
CHEMBL3118240	B
CHEMBL3382731	B
CHEMBL3382732	B
CHEMBL3707887	B
CHEMBL4624516	B
CHEMBL4624521	B
CHEMBL3374497	B
CHEMBL3404501	B
CHEMBL3624169	B
CHEMBL3625653	B
CHEMBL3625512	B
CHEMBL3592849	B
CHEMBL3592855	B
CHEMBL3627422	B
CHEMBL3706008	B
CHEMBL3594790	B
CHEMBL4429528	B
CHEMBL3625473	B
CHEMBL3625474	B
CHEMBL3707948	B
CHEMBL4003453	B
CHEMBL4003468	B
CHEMBL3707926	B
CHEMBL3707882	B
CHEMBL3706323	B
CHEMBL3705639	B
CHEMBL3889258	B
CHEMBL3888425	B
CHEMBL4005719	B
CHEMBL4341334	B
CHEMBL4309402	B
CHEMBL1011746	B
CHEMBL4478762	B
CHEMBL1011748	B
CHEMBL1009897	B
CHEMBL981410	B
CHEMBL3766653	B
CHEMBL1044320	B
CHEMBL1042391	B
CHEMBL1042418	B
CHEMBL1042393	B
CHEMBL1049517	B
CHEMBL4328667	B
CHEMBL3063318	B
CHEMBL937861	B
CHEMBL1121020	B
CHEMBL847432	B
CHEMBL751806	F
CHEMBL750978	F
CHEMBL884064	F
CHEMBL4427195	B
CHEMBL4433708	B
CHEMBL827979	B
CHEMBL2156011	B
CHEMBL1040086	B
CHEMBL3991842	B
CHEMBL4004540	B
CHEMBL1963833	F
CHEMBL3854865	B
CHEMBL4351037	B
CHEMBL4425332	B
CHEMBL4196372	B
CHEMBL4268301	B
CHEMBL3091006	B
CHEMBL868541	B
CHEMBL3101481	B
CHEMBL3225088	B
CHEMBL3294545	B
CHEMBL3404296	B
CHEMBL4374440	B
CHEMBL3705096	B
CHEMBL1010203	B
CHEMBL954312	B
CHEMBL4424438	B
CHEMBL660784	B
CHEMBL660783	B
CHEMBL660782	B
CHEMBL829240	B
CHEMBL661127	B
CHEMBL854531	B
CHEMBL1250281	B
CHEMBL1119481	B
CHEMBL1113302	B
CHEMBL951804	B
CHEMBL660787	B
CHEMBL1175614	B
CHEMBL986816	B
CHEMBL661125	B
CHEMBL4408771	B
CHEMBL2166172	B
CHEMBL660705	B
CHEMBL4346796	B
CHEMBL937647	B
CHEMBL1292324	B
CHEMBL658936	B
CHEMBL860890	B
CHEMBL1003092	B
CHEMBL993951	B
CHEMBL971698	B
CHEMBL1016031	B
CHEMBL1061138	B
CHEMBL2427325	B
CHEMBL4271325	B
CHEMBL4348716	B
CHEMBL4403340	B
CHEMBL4424379	B
CHEMBL4407029	B
CHEMBL1763546	B
CHEMBL828118	B
CHEMBL661123	B
CHEMBL1804256	B
CHEMBL4611859	B
CHEMBL4310013	B
CHEMBL1811056	B
CHEMBL832429	B
CHEMBL827377	B
CHEMBL1002021	B
CHEMBL958731	B
CHEMBL3705418	B
CHEMBL1937384	B
CHEMBL1963723	F
CHEMBL2013356	B
CHEMBL3132512	B
CHEMBL867700	B
CHEMBL2067019	B
CHEMBL3856516	B
CHEMBL3877184	B
CHEMBL3991657	B
CHEMBL4124400	B
CHEMBL4346788	B
CHEMBL4348723	B
CHEMBL866170	B
CHEMBL867439	B
CHEMBL867440	B
CHEMBL866169	B
CHEMBL908827	B
CHEMBL2208532	B
CHEMBL911350	B
CHEMBL3757902	B
CHEMBL897015	B
CHEMBL896714	B
CHEMBL994306	B
CHEMBL994307	B
CHEMBL660780	B
CHEMBL1114552	B
CHEMBL2410927	B
CHEMBL929003	B
CHEMBL660704	B
CHEMBL3118304	B
CHEMBL4004948	B
CHEMBL952109	B
CHEMBL661128	B
CHEMBL997786	B
CHEMBL661124	B
CHEMBL874858	B
CHEMBL660781	B
CHEMBL661130	B
CHEMBL960393	B
CHEMBL960394	B
CHEMBL1954969	B
CHEMBL3636451	B
CHEMBL4613397	B
CHEMBL658938	B
CHEMBL660786	B
CHEMBL658107	B
CHEMBL1002041	B
CHEMBL965585	B
CHEMBL1908541	B
CHEMBL2321002	B
CHEMBL3856547	B
CHEMBL658933	B
CHEMBL1912414	B
CHEMBL660785	B
CHEMBL658939	B
CHEMBL3101312	B
CHEMBL3101313	B
CHEMBL3101311	B
CHEMBL867438	B
CHEMBL866168	B
CHEMBL4613377	B
CHEMBL3375808	B
CHEMBL3705130	B
CHEMBL3705313	B
CHEMBL3705547	B
CHEMBL963375	B
CHEMBL963378	B
CHEMBL972527	B
CHEMBL2216236	B
CHEMBL3056573	B
CHEMBL3820475	B
CHEMBL892530	B
CHEMBL911839	B
CHEMBL658109	B
CHEMBL3866487	B
CHEMBL658935	B
CHEMBL1226913	B
CHEMBL3817693	B
CHEMBL4370680	B
CHEMBL4271330	B
CHEMBL984724	B
CHEMBL4346821	B
CHEMBL1018123	B
CHEMBL4346822	B
CHEMBL4408800	B
CHEMBL1022591	B
CHEMBL992478	B
CHEMBL942590	B
CHEMBL1009883	B
CHEMBL986935	B
CHEMBL942204	B
CHEMBL1063936	B
CHEMBL1054635	B
CHEMBL1244758	B
CHEMBL1819980	B
CHEMBL884932	B
CHEMBL679628	B
CHEMBL828749	B
CHEMBL677747	B
CHEMBL1109141	B
CHEMBL1809664	B
CHEMBL3705783	B
CHEMBL3888058	B
CHEMBL2209619	B
CHEMBL3857907	B
CHEMBL3877188	B
CHEMBL4625329	B
CHEMBL1272694	B
CHEMBL1777511	B
CHEMBL1936401	B
CHEMBL1948341	B
CHEMBL1948339	B
CHEMBL1963829	F
CHEMBL2211781	B
CHEMBL3859444	B
CHEMBL3859445	B
CHEMBL4043628	B
CHEMBL4043627	B
CHEMBL4267034	B
CHEMBL4267033	B
CHEMBL4387037	B
CHEMBL2327186	B
CHEMBL2383286	B
CHEMBL2394892	B
CHEMBL3610437	B
CHEMBL4200425	B
CHEMBL3705553	B
CHEMBL3871634	B
CHEMBL3887274	B
CHEMBL911846	B
CHEMBL3997183	B
CHEMBL4143484	B
CHEMBL4409680	B
CHEMBL4428740	B
CHEMBL4401879	B
CHEMBL4401886	B
CHEMBL4401910	B
CHEMBL985261	B
CHEMBL1908672	B
CHEMBL2210942	B
CHEMBL4018861	B
CHEMBL4043455	B
CHEMBL4329876	B
CHEMBL4375301	B
CHEMBL4017304	B
CHEMBL3807238	B
CHEMBL3803459	B
CHEMBL3829688	B
CHEMBL3854801	B
CHEMBL4046118	B
CHEMBL4029554	B
CHEMBL4220219	B
CHEMBL4426335	B
CHEMBL1013096	B
CHEMBL764570	B
CHEMBL768280	B
CHEMBL759475	B
CHEMBL886932	B
CHEMBL828576	B
CHEMBL3063098	B
CHEMBL2156012	B
CHEMBL761758	B
CHEMBL764582	B
CHEMBL3991843	B
CHEMBL4234419	B
CHEMBL761757	B
CHEMBL764575	B
CHEMBL768097	B
CHEMBL829308	B
CHEMBL828575	B
CHEMBL921711	B
CHEMBL829571	B
CHEMBL4004541	B
CHEMBL4004554	B
CHEMBL1040087	B
CHEMBL4234426	B
CHEMBL4234425	B
CHEMBL666774	B
CHEMBL872182	B
CHEMBL1909115	B
CHEMBL652259	F
CHEMBL913353	F
CHEMBL913355	F
CHEMBL996726	F
CHEMBL649836	B
CHEMBL649839	B
CHEMBL877110	B
CHEMBL830413	B
CHEMBL2395282	B
CHEMBL4002307	B
CHEMBL660671	B
CHEMBL4022941	B
CHEMBL4022945	B
CHEMBL4619015	B
CHEMBL4312826	B
CHEMBL1261598	B
CHEMBL998472	B
CHEMBL998478	B
CHEMBL2067159	B
CHEMBL4357106	B
CHEMBL666135	B
CHEMBL1111500	B
CHEMBL1250280	B
CHEMBL660791	B
CHEMBL661622	F
CHEMBL661621	B
CHEMBL666141	B
CHEMBL661620	B
CHEMBL661624	B
CHEMBL660802	B
CHEMBL4613376	B
CHEMBL4370704	B
CHEMBL662511	B
CHEMBL661623	B
CHEMBL1963819	F
CHEMBL1226914	B
CHEMBL2321001	B
CHEMBL3817692	B
CHEMBL3991650	B
CHEMBL4271328	B
CHEMBL4348715	B
CHEMBL4370694	B
CHEMBL4403339	B
CHEMBL1018124	B
CHEMBL660796	B
CHEMBL3095347	B
CHEMBL3100581	B
CHEMBL4030310	B
CHEMBL1220002	B
CHEMBL4179477	B
CHEMBL4179478	B
CHEMBL3291832	B
CHEMBL3291833	B
CHEMBL3380009	B
CHEMBL3380010	B
CHEMBL3594968	B
CHEMBL3594967	B
CHEMBL4305280	B
CHEMBL1804183	B
CHEMBL1106194	B
CHEMBL1106195	B
CHEMBL1115415	B
CHEMBL2412860	B
CHEMBL2412861	B
CHEMBL2412862	B
CHEMBL3107875	B
CHEMBL3107467	B
CHEMBL3428885	B
CHEMBL3767923	B
CHEMBL3995357	B
CHEMBL3995359	B
CHEMBL4431950	B
CHEMBL4481004	B
CHEMBL759581	B
CHEMBL763795	B
CHEMBL986586	B
CHEMBL3607346	B
CHEMBL3607349	B
CHEMBL1767525	B
CHEMBL833529	B
CHEMBL993111	B
CHEMBL1176193	B
CHEMBL761611	B
CHEMBL2330729	B
CHEMBL2351527	B
CHEMBL2412863	B
CHEMBL941003	B
CHEMBL2380027	B
CHEMBL762473	B
CHEMBL763195	B
CHEMBL4131013	B
CHEMBL4481007	B
CHEMBL3607369	B
CHEMBL3887066	B
CHEMBL4433782	B
CHEMBL4433777	B
CHEMBL4433781	B
CHEMBL881278	B
CHEMBL952237	B
CHEMBL984127	B
CHEMBL984131	B
CHEMBL1953234	B
CHEMBL3110586	B
CHEMBL3117504	B
CHEMBL3995358	B
CHEMBL4616002	B
CHEMBL3738635	B
CHEMBL4029615	B
CHEMBL4145211	B
CHEMBL4254940	B
CHEMBL4254945	B
CHEMBL992765	B
CHEMBL992766	B
CHEMBL4431954	B
CHEMBL1010815	B
CHEMBL1010817	B
CHEMBL761610	B
CHEMBL761609	B
CHEMBL3225202	B
CHEMBL3295804	B
CHEMBL1042276	B
CHEMBL1042277	B
CHEMBL4355651	B
CHEMBL986587	B
CHEMBL982809	B
CHEMBL3293313	B
CHEMBL3594611	B
CHEMBL4029618	B
CHEMBL4305042	B
CHEMBL4305079	B
CHEMBL4432790	B
CHEMBL985473	B
CHEMBL3107009	B
CHEMBL3241058	B
CHEMBL3295803	B
CHEMBL3371141	B
CHEMBL3738637	B
CHEMBL3738636	B
CHEMBL3743825	B
CHEMBL3887586	B
CHEMBL3887955	B
CHEMBL3887956	B
CHEMBL3887957	B
CHEMBL4055669	B
CHEMBL4055845	B
CHEMBL4132367	B
CHEMBL4312052	B
CHEMBL4355629	B
CHEMBL4355646	B
CHEMBL4355649	B
CHEMBL4363049	B
CHEMBL4380268	B
CHEMBL4390090	B
CHEMBL4628290	B
CHEMBL1060925	B
CHEMBL1060926	B
CHEMBL1070823	B
CHEMBL1073570	B
CHEMBL1065327	B
CHEMBL1074647	B
CHEMBL1074648	B
CHEMBL4423541	B
CHEMBL3110376	B
CHEMBL3771488	B
CHEMBL3779310	B
CHEMBL3771491	B
CHEMBL3779314	B
CHEMBL3779318	B
CHEMBL3779320	B
CHEMBL4418856	B
CHEMBL4058265	B
CHEMBL4058268	B
CHEMBL3757236	B
CHEMBL3790865	B
CHEMBL3826484	B
CHEMBL3826485	B
CHEMBL3826487	B
CHEMBL3826012	B
CHEMBL4190554	B
CHEMBL4190553	B
CHEMBL4190549	B
CHEMBL4481834	B
CHEMBL4615384	B
CHEMBL3773674	B
CHEMBL3771487	B
CHEMBL3771484	B
CHEMBL3773446	B
CHEMBL4358808	B
CHEMBL4615391	B
CHEMBL4650195	B
CHEMBL3826483	B
CHEMBL3826481	B
CHEMBL3825271	B
CHEMBL3825272	B
CHEMBL4310225	B
CHEMBL4425850	B
CHEMBL4310232	B
CHEMBL3420959	B
CHEMBL3110591	B
CHEMBL3118409	B
CHEMBL3370433	B
CHEMBL4620018	B
CHEMBL4396993	B
CHEMBL4396995	B
CHEMBL1119484	B
CHEMBL3991663	B
CHEMBL4348721	B
CHEMBL4403344	B
CHEMBL1926149	B
CHEMBL1963831	F
CHEMBL1825642	B
CHEMBL3707641	B
CHEMBL4370707	B
CHEMBL1063701	B
CHEMBL1226911	B
CHEMBL1908527	B
CHEMBL2321003	B
CHEMBL4271327	B
CHEMBL4338272	B
CHEMBL4346799	B
CHEMBL662981	B
CHEMBL3769133	B
CHEMBL3769127	B
CHEMBL3766469	B
CHEMBL3766470	B
CHEMBL933576	B
CHEMBL909221	B
CHEMBL914284	B
CHEMBL1225633	B
CHEMBL2388233	B
CHEMBL3379043	B
CHEMBL3379046	B
CHEMBL3706231	B
CHEMBL3705837	B
CHEMBL4134135	B
CHEMBL4134139	B
CHEMBL4351077	B
CHEMBL3888730	B
CHEMBL3887747	B
CHEMBL3875074	B
CHEMBL3887754	B
CHEMBL3875066	B
CHEMBL3875065	B
CHEMBL4351094	B
CHEMBL4016540	B
CHEMBL4016543	B
CHEMBL4016546	B
CHEMBL3996844	B
CHEMBL3996849	B
CHEMBL3996850	B
CHEMBL4024906	B
CHEMBL4024910	B
CHEMBL4024911	B
CHEMBL4158784	B
CHEMBL4427866	B
CHEMBL4427873	B
CHEMBL4405141	B
CHEMBL4352646	B
CHEMBL4352651	B
CHEMBL4352655	B
CHEMBL3385101	B
CHEMBL4272085	B
CHEMBL4272097	B
CHEMBL4272099	B
CHEMBL3385102	B
CHEMBL4053000	B
CHEMBL3790873	B
CHEMBL3830584	B
CHEMBL4051531	B
CHEMBL4190557	B
CHEMBL4650011	B
CHEMBL3820393	B
CHEMBL3757233	B
CHEMBL4030935	B
CHEMBL4030927	B
CHEMBL4030915	B
CHEMBL4030905	B
CHEMBL3820394	B
CHEMBL3830592	B
CHEMBL3830591	B
CHEMBL3830593	B
CHEMBL4053018	B
CHEMBL4053013	B
CHEMBL4008766	B
CHEMBL4008790	B
CHEMBL4008770	B
CHEMBL4008767	B
CHEMBL4008765	B
CHEMBL4008791	B
CHEMBL3294386	B
CHEMBL2209120	B
CHEMBL3748723	B
CHEMBL1641105	B
CHEMBL1641104	B
CHEMBL1831393	B
CHEMBL1932585	B
CHEMBL2061569	B
CHEMBL866923	B
CHEMBL901634	B
CHEMBL921911	B
CHEMBL984593	B
CHEMBL984595	B
CHEMBL3595548	B
CHEMBL901638	B
CHEMBL1029884	B
CHEMBL1029886	B
CHEMBL1067951	B
CHEMBL1067955	B
CHEMBL976210	B
CHEMBL4199255	B
CHEMBL4401249	B
CHEMBL4404678	B
CHEMBL4404680	B
CHEMBL930592	B
CHEMBL1014266	B
CHEMBL1013420	B
CHEMBL1013421	B
CHEMBL1102464	B
CHEMBL2208692	B
CHEMBL615175	B
CHEMBL884697	B
CHEMBL858655	B
CHEMBL1832600	B
CHEMBL2208948	B
CHEMBL3111006	B
CHEMBL3111007	B
CHEMBL929276	B
CHEMBL957999	B
CHEMBL1013422	B
CHEMBL3379482	B
CHEMBL1838745	B
CHEMBL3802966	B
CHEMBL3802977	B
CHEMBL3596007	B
CHEMBL4363860	B
CHEMBL695893	B
CHEMBL886882	B
CHEMBL4398723	B
CHEMBL946993	B
CHEMBL3366148	B
CHEMBL3366346	B
CHEMBL1816689	B
CHEMBL3998873	B
CHEMBL4434238	B
CHEMBL1838749	B
CHEMBL3598915	B
CHEMBL4158658	B
CHEMBL4158661	B
CHEMBL4158667	B
CHEMBL4158668	B
CHEMBL4236287	B
CHEMBL827903	B
CHEMBL4610130	B
CHEMBL4037044	B
CHEMBL4401300	B
CHEMBL3102461	B
CHEMBL4021382	B
CHEMBL4262000	B
CHEMBL4363861	B
CHEMBL3879716	B
CHEMBL4252385	B
CHEMBL4262012	B
CHEMBL3047468	B
CHEMBL927768	B
CHEMBL946976	B
CHEMBL932452	B
CHEMBL1015471	B
CHEMBL960371	B
CHEMBL954938	B
CHEMBL1021939	B
CHEMBL976444	B
CHEMBL1003281	B
CHEMBL973441	B
CHEMBL1039566	B
CHEMBL1047390	B
CHEMBL1067670	B
CHEMBL1101059	B
CHEMBL1119894	B
CHEMBL1166313	B
CHEMBL1174638	B
CHEMBL1216989	B
CHEMBL1219538	B
CHEMBL1267839	B
CHEMBL1634303	B
CHEMBL1640693	B
CHEMBL1767518	B
CHEMBL1772083	B
CHEMBL1828143	B
CHEMBL1832527	B
CHEMBL1838458	B
CHEMBL1921156	B
CHEMBL1937195	B
CHEMBL2014761	B
CHEMBL2014773	B
CHEMBL2025281	B
CHEMBL2150817	B
CHEMBL2175141	B
CHEMBL2185051	B
CHEMBL3047416	B
CHEMBL2318993	B
CHEMBL2340965	B
CHEMBL2343612	B
CHEMBL2384800	B
CHEMBL2390789	B
CHEMBL2387798	B
CHEMBL2406451	B
CHEMBL2410190	B
CHEMBL2410635	B
CHEMBL2423475	B
CHEMBL3108332	B
CHEMBL3111887	B
CHEMBL3112168	B
CHEMBL3238611	B
CHEMBL3243336	B
CHEMBL3238944	B
CHEMBL3376042	B
CHEMBL3388106	B
CHEMBL3373321	B
CHEMBL3388841	B
CHEMBL3386362	B
CHEMBL3382540	B
CHEMBL3420550	B
CHEMBL3421283	B
CHEMBL3425298	B
CHEMBL3428547	B
CHEMBL3579697	B
CHEMBL3578548	B
CHEMBL3588680	B
CHEMBL3620703	B
CHEMBL3626699	B
CHEMBL3626715	B
CHEMBL3627131	B
CHEMBL3707509	B
CHEMBL3738592	B
CHEMBL3751629	B
CHEMBL3760294	B
CHEMBL3767505	B
CHEMBL3771761	B
CHEMBL3772313	B
CHEMBL3778477	B
CHEMBL3795919	B
CHEMBL3803862	B
CHEMBL3861435	B
CHEMBL4017031	B
CHEMBL4019755	B
CHEMBL4033998	B
CHEMBL4047669	B
CHEMBL4051215	B
CHEMBL4056381	B
CHEMBL4056473	B
CHEMBL4135283	B
CHEMBL4143552	B
CHEMBL4144360	B
CHEMBL4156762	B
CHEMBL4221577	B
CHEMBL4254164	B
CHEMBL4307327	B
CHEMBL4322383	B
CHEMBL4330052	B
CHEMBL4338458	B
CHEMBL4341201	B
CHEMBL4344656	B
