assay_chembl_id	assay_type
CHEMBL681157	B
CHEMBL677871	B
CHEMBL829466	B
CHEMBL904964	B
CHEMBL958727	B
CHEMBL1114100	B
CHEMBL2051166	B
CHEMBL3755031	B
CHEMBL1219560	B
CHEMBL1023895	B
CHEMBL2384638	B
CHEMBL3382767	B
CHEMBL3829134	B
CHEMBL4047021	B
CHEMBL4134003	B
CHEMBL4219468	B
CHEMBL4231539	B
CHEMBL4253004	B
CHEMBL4253007	B
CHEMBL4327492	B
CHEMBL4401223	B
CHEMBL4627687	B
CHEMBL4627692	B
CHEMBL710107	B
CHEMBL1099881	B
CHEMBL683914	B
CHEMBL1286470	B
CHEMBL3815265	B
CHEMBL710105	B
CHEMBL816395	B
CHEMBL649260	B
CHEMBL649328	B
CHEMBL710106	B
CHEMBL827835	B
CHEMBL3384694	B
CHEMBL4137131	B
CHEMBL4201754	B
CHEMBL4201753	B
CHEMBL4201755	B
CHEMBL4201756	B
CHEMBL4201750	B
CHEMBL4201752	B
CHEMBL4621788	B
CHEMBL3637191	B
CHEMBL3830286	B
CHEMBL3861355	B
CHEMBL832621	B
CHEMBL887937	B
CHEMBL1785600	B
CHEMBL2339128	B
CHEMBL3816121	B
CHEMBL3830762	B
CHEMBL3830764	B
CHEMBL4605256	B
CHEMBL4605257	B
CHEMBL887934	B
CHEMBL833473	B
CHEMBL4271662	B
CHEMBL4399643	B
CHEMBL4271663	B
CHEMBL964125	B
CHEMBL641280	B
CHEMBL964127	B
CHEMBL1120072	B
CHEMBL1100106	B
CHEMBL711481	B
CHEMBL1021636	B
CHEMBL3804641	B
CHEMBL3804638	B
CHEMBL4199301	B
CHEMBL1252123	B
CHEMBL1252125	B
CHEMBL1931369	B
CHEMBL865957	B
CHEMBL1054355	B
CHEMBL1054357	B
CHEMBL4188511	B
CHEMBL4199300	B
CHEMBL4199296	B
CHEMBL3270118	B
CHEMBL4199299	B
CHEMBL918061	B
CHEMBL932723	B
CHEMBL4199297	B
CHEMBL3411010	B
CHEMBL3411011	B
CHEMBL3871206	B
CHEMBL4199302	B
CHEMBL4136666	B
CHEMBL4136668	B
CHEMBL4199310	B
CHEMBL4199309	B
CHEMBL4199314	B
CHEMBL1054356	B
CHEMBL4140928	B
CHEMBL766187	B
CHEMBL765844	B
CHEMBL764964	B
CHEMBL765847	B
CHEMBL765838	B
CHEMBL763446	B
CHEMBL766188	B
CHEMBL765836	B
CHEMBL768145	B
CHEMBL765846	B
CHEMBL768148	B
CHEMBL765241	B
CHEMBL765239	B
CHEMBL765837	B
CHEMBL765845	B
CHEMBL864183	B
CHEMBL983677	B
CHEMBL989216	B
CHEMBL1105079	B
CHEMBL1169307	B
CHEMBL1679747	B
CHEMBL3385880	B
CHEMBL4374494	B
CHEMBL765662	B
CHEMBL764070	B
CHEMBL763125	B
CHEMBL766185	B
CHEMBL656175	B
CHEMBL810918	B
CHEMBL765660	B
CHEMBL768822	B
CHEMBL765841	B
CHEMBL765659	B
CHEMBL828479	B
CHEMBL827389	B
CHEMBL839745	B
CHEMBL830962	B
CHEMBL853400	B
CHEMBL934256	B
CHEMBL965384	B
CHEMBL1069507	B
CHEMBL1119510	B
CHEMBL3583217	B
CHEMBL3607226	B
CHEMBL4151220	B
CHEMBL4151225	B
CHEMBL4151245	B
CHEMBL749958	F
CHEMBL749962	F
CHEMBL1936045	F
CHEMBL1954866	F
CHEMBL947334	F
CHEMBL906303	F
CHEMBL892689	F
CHEMBL829229	B
CHEMBL829230	B
CHEMBL829231	B
CHEMBL829232	B
CHEMBL829233	B
CHEMBL829234	B
CHEMBL841758	B
CHEMBL829235	B
CHEMBL875181	B
CHEMBL903423	F
CHEMBL940098	F
CHEMBL2214343	F
CHEMBL2216251	F
CHEMBL4021546	B
CHEMBL4021547	B
CHEMBL642007	F
CHEMBL3705532	B
CHEMBL884754	B
CHEMBL881889	B
CHEMBL810908	F
CHEMBL940099	F
CHEMBL947336	F
CHEMBL1054361	B
CHEMBL1062686	B
CHEMBL1071273	B
CHEMBL678019	B
CHEMBL884929	F
CHEMBL845760	F
CHEMBL3625632	B
CHEMBL4049561	B
CHEMBL4181931	B
CHEMBL683545	B
CHEMBL641175	B
CHEMBL761737	F
CHEMBL766074	F
CHEMBL678837	B
CHEMBL683380	B
CHEMBL818487	B
CHEMBL683543	B
CHEMBL699443	B
CHEMBL818492	B
CHEMBL685829	B
CHEMBL824550	B
CHEMBL2410849	B
CHEMBL3624581	B
CHEMBL642038	B
CHEMBL678836	B
CHEMBL700823	F
CHEMBL697021	F
CHEMBL691792	F
CHEMBL821003	B
CHEMBL677191	B
CHEMBL819706	B
CHEMBL3300522	B
CHEMBL700824	F
CHEMBL641167	B
CHEMBL701675	F
CHEMBL702526	F
CHEMBL1052175	B
CHEMBL678839	B
CHEMBL678838	B
CHEMBL823916	B
CHEMBL682251	B
CHEMBL3058330	B
CHEMBL680433	B
CHEMBL2327960	B
CHEMBL1282592	B
CHEMBL678741	B
CHEMBL680432	B
CHEMBL822165	B
CHEMBL678329	B
CHEMBL3058332	B
CHEMBL676827	B
CHEMBL677035	B
CHEMBL999409	B
CHEMBL948526	B
CHEMBL1282590	B
CHEMBL676826	B
CHEMBL677034	B
CHEMBL991895	B
CHEMBL685338	B
CHEMBL681480	B
CHEMBL3058328	B
CHEMBL678746	B
CHEMBL680670	B
CHEMBL999413	B
CHEMBL1282594	B
CHEMBL948527	B
CHEMBL678745	B
CHEMBL680669	B
CHEMBL948524	B
CHEMBL824296	B
CHEMBL681248	B
CHEMBL823653	B
CHEMBL3058331	B
CHEMBL682646	B
CHEMBL682710	B
CHEMBL999410	B
CHEMBL1282591	B
CHEMBL681841	B
CHEMBL682709	B
CHEMBL991890	B
CHEMBL992835	B
CHEMBL681844	B
CHEMBL676825	B
CHEMBL1282595	B
CHEMBL679465	B
CHEMBL683047	B
CHEMBL683045	B
CHEMBL3058327	B
CHEMBL677846	B
CHEMBL685349	B
CHEMBL999414	B
CHEMBL991893	B
CHEMBL948525	B
CHEMBL680528	B
CHEMBL833084	F
CHEMBL828450	B
CHEMBL681129	B
CHEMBL4185525	B
CHEMBL681645	B
CHEMBL866916	B
CHEMBL4612974	B
CHEMBL4617610	B
CHEMBL897783	B
CHEMBL897784	F
CHEMBL3887982	B
CHEMBL4397572	B
CHEMBL4397568	B
CHEMBL4397566	B
CHEMBL4397570	B
CHEMBL4397556	B
CHEMBL1794581	F
CHEMBL1058735	B
CHEMBL1043293	B
CHEMBL1043294	B
CHEMBL1043295	B
CHEMBL1043296	B
CHEMBL1043297	B
CHEMBL1043298	B
CHEMBL1043299	B
CHEMBL1043300	B
CHEMBL2426847	B
CHEMBL3801474	B
CHEMBL1937030	B
CHEMBL4610312	B
CHEMBL3100637	B
CHEMBL3100638	B
CHEMBL3801484	B
CHEMBL3801488	B
CHEMBL4258826	B
CHEMBL875069	B
CHEMBL1909092	B
CHEMBL4340581	B
CHEMBL4416564	B
CHEMBL4425965	B
CHEMBL4425964	B
CHEMBL1044765	F
CHEMBL1044606	F
CHEMBL1071508	F
CHEMBL678740	B
CHEMBL941237	B
CHEMBL1282597	B
CHEMBL3058329	B
CHEMBL678742	B
CHEMBL681093	B
CHEMBL999412	B
CHEMBL1282593	B
CHEMBL948523	B
CHEMBL677845	B
CHEMBL685345	B
CHEMBL824050	B
CHEMBL942245	B
CHEMBL681840	B
CHEMBL942241	B
CHEMBL1282596	B
CHEMBL1839795	B
CHEMBL3242684	B
CHEMBL857246	F
CHEMBL752398	B
CHEMBL747116	F
CHEMBL931446	B
CHEMBL1058947	B
CHEMBL1058941	B
CHEMBL1913619	B
CHEMBL1913682	B
CHEMBL3406979	B
CHEMBL745644	B
CHEMBL2317636	B
CHEMBL3293104	B
CHEMBL4390204	B
CHEMBL1909171	B
CHEMBL2380034	B
CHEMBL3366376	B
CHEMBL3366377	B
CHEMBL3366378	B
CHEMBL3366379	B
CHEMBL3366380	B
CHEMBL857563	B
CHEMBL4397773	B
CHEMBL745635	B
CHEMBL917978	B
CHEMBL1048032	B
CHEMBL2045510	B
CHEMBL4051398	B
CHEMBL4051397	B
CHEMBL4051416	B
CHEMBL4051425	B
CHEMBL4051426	B
CHEMBL4051399	B
CHEMBL4605378	B
CHEMBL4605383	B
CHEMBL4397759	B
CHEMBL4397777	B
CHEMBL982067	B
CHEMBL745519	B
CHEMBL752970	B
CHEMBL745196	B
CHEMBL1248508	B
CHEMBL4605349	B
CHEMBL4605379	B
CHEMBL4605380	B
CHEMBL4605381	B
CHEMBL4605382	B
CHEMBL748244	B
CHEMBL4309285	B
CHEMBL3387472	B
CHEMBL3387471	B
CHEMBL4194629	B
CHEMBL4194630	B
CHEMBL3632252	B
CHEMBL3632253	B
CHEMBL4410581	B
CHEMBL4432142	B
CHEMBL696703	B
CHEMBL2189067	B
CHEMBL3773708	B
CHEMBL3705631	B
CHEMBL3705630	B
CHEMBL3997301	B
CHEMBL4013171	B
CHEMBL4309424	B
CHEMBL4309425	B
CHEMBL4309423	B
CHEMBL4309422	B
CHEMBL4337959	B
CHEMBL4337960	B
CHEMBL4337962	B
CHEMBL4360333	B
CHEMBL4369800	B
CHEMBL4369803	B
CHEMBL4422702	B
CHEMBL2189066	B
CHEMBL3816484	B
CHEMBL4331189	B
CHEMBL4337955	B
CHEMBL4400276	B
CHEMBL4309434	B
CHEMBL1663333	B
CHEMBL1919015	B
CHEMBL3991824	B
CHEMBL1244922	B
CHEMBL1248948	B
CHEMBL1963726	F
CHEMBL4370677	B
CHEMBL1786237	B
CHEMBL2033650	B
CHEMBL4044916	B
CHEMBL957365	B
CHEMBL1012663	B
CHEMBL953365	B
CHEMBL1022925	B
CHEMBL2184780	B
CHEMBL4011086	B
CHEMBL1954566	B
CHEMBL1955500	B
CHEMBL3993205	B
CHEMBL1954569	B
CHEMBL4340985	B
CHEMBL4340982	B
CHEMBL862677	B
CHEMBL864489	B
CHEMBL2034662	B
CHEMBL2038186	B
CHEMBL2038008	B
CHEMBL2040255	B
CHEMBL2049739	B
CHEMBL2049742	B
CHEMBL2090478	B
CHEMBL2149642	B
CHEMBL4320877	B
CHEMBL3997623	B
CHEMBL2149980	B
CHEMBL2184773	B
CHEMBL2388109	B
CHEMBL2446213	B
CHEMBL4135736	B
CHEMBL955982	B
CHEMBL3603720	B
CHEMBL1908575	B
CHEMBL3106177	B
CHEMBL3106341	B
CHEMBL4316999	B
CHEMBL3106175	B
CHEMBL3794687	B
CHEMBL3706382	B
CHEMBL3301295	B
CHEMBL3887310	B
CHEMBL3376646	B
CHEMBL3374860	B
CHEMBL3888916	B
CHEMBL3396419	B
CHEMBL3395658	B
CHEMBL3888377	B
CHEMBL3395661	B
CHEMBL3636740	B
CHEMBL3887976	B
CHEMBL4052119	B
CHEMBL3705754	B
CHEMBL3750379	B
CHEMBL4331738	B
CHEMBL3705644	B
CHEMBL3705408	B
CHEMBL3738381	B
CHEMBL3750239	B
CHEMBL3812017	B
CHEMBL3888797	B
CHEMBL3888799	B
CHEMBL860908	B
CHEMBL960123	B
CHEMBL960122	B
CHEMBL960124	B
CHEMBL973455	B
CHEMBL1051308	B
CHEMBL3108318	B
CHEMBL3776676	B
CHEMBL4145891	B
CHEMBL4155089	B
CHEMBL4256138	B
CHEMBL4328555	B
CHEMBL3889101	B
CHEMBL3889104	B
CHEMBL3887608	B
CHEMBL3864805	B
CHEMBL4478464	B
CHEMBL3887610	B
CHEMBL903376	B
CHEMBL960125	B
CHEMBL1056060	B
CHEMBL4370145	B
CHEMBL4348698	B
CHEMBL4478502	B
CHEMBL4047685	B
CHEMBL3997630	B
CHEMBL933919	B
CHEMBL4047362	B
CHEMBL926333	B
CHEMBL960126	B
CHEMBL4222672	B
CHEMBL4222694	B
CHEMBL4234045	B
CHEMBL4360623	B
CHEMBL960088	B
CHEMBL960127	B
CHEMBL1059319	B
CHEMBL1051394	B
CHEMBL3705263	B
CHEMBL939216	B
CHEMBL2184779	B
CHEMBL4234420	B
CHEMBL1061942	B
CHEMBL1657304	B
CHEMBL1641115	B
CHEMBL4630006	B
CHEMBL1657307	B
CHEMBL3118992	B
CHEMBL4124177	B
CHEMBL4124185	B
CHEMBL4332981	B
CHEMBL4332968	B
CHEMBL4332969	B
CHEMBL4332978	B
CHEMBL1963742	F
CHEMBL2155760	B
CHEMBL908417	B
CHEMBL897051	B
CHEMBL1019774	B
CHEMBL1051335	B
CHEMBL1107755	B
CHEMBL1250000	B
CHEMBL1292872	B
CHEMBL1641121	B
CHEMBL1908482	B
CHEMBL1941385	B
CHEMBL1941392	B
CHEMBL2155754	B
CHEMBL2327061	B
CHEMBL2378516	B
CHEMBL2378978	B
CHEMBL2389439	B
CHEMBL2390366	B
CHEMBL3106994	B
CHEMBL3299214	B
CHEMBL3299202	B
CHEMBL3374009	B
CHEMBL3594575	B
CHEMBL3784140	B
CHEMBL3802365	B
CHEMBL3803217	B
CHEMBL3868064	B
CHEMBL4033004	B
CHEMBL4236382	B
CHEMBL4261272	B
CHEMBL4261265	B
CHEMBL4272392	B
CHEMBL4341344	B
CHEMBL4341351	B
CHEMBL4404826	B
CHEMBL4411596	B
CHEMBL4429699	B
CHEMBL4482008	B
CHEMBL4610790	B
CHEMBL4612623	B
CHEMBL2329039	B
CHEMBL2378199	B
CHEMBL3625891	B
CHEMBL3377593	B
CHEMBL3594792	B
CHEMBL4236465	B
CHEMBL4429526	B
CHEMBL3603326	B
CHEMBL3705687	B
CHEMBL3706068	B
CHEMBL3706183	B
CHEMBL4054821	B
CHEMBL3705679	B
CHEMBL3705640	B
CHEMBL3889259	B
CHEMBL3888426	B
CHEMBL3887612	B
CHEMBL4047623	B
CHEMBL4047229	B
CHEMBL4005716	B
CHEMBL4005721	B
CHEMBL4005715	B
CHEMBL4005714	B
CHEMBL4003452	B
CHEMBL4005760	B
CHEMBL4005774	B
CHEMBL4005785	B
CHEMBL4179016	B
CHEMBL4265552	B
CHEMBL4265554	B
CHEMBL4434408	B
CHEMBL4482005	B
CHEMBL4124195	B
CHEMBL4124186	B
CHEMBL4179013	B
CHEMBL4220900	B
CHEMBL4236467	B
CHEMBL4341335	B
CHEMBL4265577	B
CHEMBL4265579	B
CHEMBL4258467	B
CHEMBL4339744	B
CHEMBL4309403	B
CHEMBL1040118	B
CHEMBL3626885	B
CHEMBL3380074	B
CHEMBL3430213	B
CHEMBL3587157	B
CHEMBL3587160	B
CHEMBL3587536	B
CHEMBL4236999	B
CHEMBL3591210	B
CHEMBL3591371	B
CHEMBL3591373	B
CHEMBL3591406	B
CHEMBL3591383	B
CHEMBL3591374	B
CHEMBL3757237	B
CHEMBL4190560	B
CHEMBL4190562	B
CHEMBL4190561	B
CHEMBL990830	B
CHEMBL862127	B
CHEMBL4033115	B
CHEMBL4033116	B
CHEMBL4033114	B
CHEMBL4119771	B
CHEMBL4356421	B
CHEMBL4119770	B
CHEMBL4119772	B
CHEMBL4119778	B
CHEMBL4605951	B
CHEMBL4255847	B
CHEMBL4255854	B
CHEMBL4356415	B
CHEMBL4356414	B
CHEMBL4356422	B
CHEMBL3242134	B
CHEMBL3242135	B
CHEMBL3242137	B
CHEMBL3789448	B
CHEMBL3101192	B
CHEMBL3101193	B
CHEMBL4406952	B
CHEMBL4626081	B
CHEMBL4626089	B
CHEMBL2173264	B
CHEMBL2173342	B
CHEMBL3420708	B
CHEMBL3420707	B
CHEMBL3592282	B
CHEMBL3592990	B
CHEMBL3821542	B
CHEMBL3821409	B
CHEMBL3821408	B
CHEMBL3420958	B
CHEMBL3821545	B
CHEMBL3821557	B
CHEMBL3821558	B
CHEMBL3821550	B
CHEMBL4425313	B
CHEMBL2423658	B
CHEMBL2423452	B
CHEMBL4386568	B
CHEMBL4404009	B
CHEMBL4404010	B
CHEMBL2188699	B
CHEMBL3705899	B
CHEMBL3111918	B
CHEMBL4013288	B
CHEMBL4013311	B
CHEMBL4229718	B
CHEMBL4229717	B
CHEMBL4229716	B
CHEMBL4229715	B
CHEMBL3865463	B
CHEMBL3865462	B
CHEMBL3865466	B
CHEMBL3865467	B
CHEMBL3889242	B
CHEMBL3889128	B
CHEMBL4013289	B
CHEMBL3888733	B
CHEMBL4008446	B
CHEMBL4013326	B
CHEMBL4149968	B
CHEMBL4008437	B
CHEMBL4013325	B
CHEMBL4149970	B
CHEMBL4369791	B
CHEMBL4008447	B
CHEMBL4369792	B
CHEMBL4149969	B
CHEMBL4394736	B
CHEMBL4149971	B
CHEMBL4229693	B
CHEMBL4229722	B
CHEMBL4229721	B
CHEMBL4051532	B
CHEMBL4051539	B
CHEMBL4051596	B
CHEMBL4051603	B
CHEMBL4051611	B
CHEMBL4052871	B
CHEMBL2187439	B
CHEMBL3420114	B
CHEMBL4022061	B
CHEMBL4122806	B
CHEMBL4122799	B
CHEMBL4222715	B
CHEMBL4222714	B
CHEMBL4122807	B
CHEMBL4272748	B
CHEMBL2184333	B
CHEMBL2183638	B
CHEMBL980730	B
CHEMBL1656918	B
CHEMBL2184150	B
CHEMBL3384690	B
CHEMBL4022858	B
CHEMBL4395491	B
CHEMBL1118771	B
CHEMBL1118256	B
CHEMBL1769092	B
CHEMBL823892	B
CHEMBL823888	B
CHEMBL1105278	B
CHEMBL1105279	B
CHEMBL3297110	B
CHEMBL820821	B
CHEMBL993569	B
CHEMBL2032678	B
CHEMBL3860933	B
CHEMBL4400693	B
CHEMBL647656	B
CHEMBL1820880	B
CHEMBL875446	B
CHEMBL1225066	B
CHEMBL3222546	B
CHEMBL3788471	B
CHEMBL3788472	B
CHEMBL3788473	B
CHEMBL2172819	B
CHEMBL2172820	B
CHEMBL2172821	B
CHEMBL2172830	B
CHEMBL2168213	B
CHEMBL2168211	B
CHEMBL2168216	B
CHEMBL2168215	B
CHEMBL2168214	B
CHEMBL2168212	B
CHEMBL3226617	B
CHEMBL3226616	B
CHEMBL3226618	B
CHEMBL647636	B
CHEMBL1070063	B
CHEMBL3705812	B
CHEMBL3705635	B
CHEMBL3888762	B
CHEMBL3862278	B
CHEMBL3862279	B
CHEMBL3860934	B
CHEMBL3860935	B
CHEMBL936745	B
CHEMBL1118770	B
CHEMBL1768947	B
CHEMBL2015462	B
CHEMBL2015461	B
CHEMBL2015460	B
CHEMBL2416651	B
CHEMBL4258348	B
CHEMBL4258349	B
CHEMBL1007618	B
CHEMBL4224086	B
CHEMBL993739	B
CHEMBL1031295	B
CHEMBL1031310	B
CHEMBL873732	B
CHEMBL931997	B
CHEMBL974018	B
CHEMBL1009881	B
CHEMBL1025767	B
CHEMBL970766	B
CHEMBL970775	B
CHEMBL970776	B
CHEMBL1051320	B
CHEMBL1062834	B
CHEMBL1104796	B
CHEMBL1781279	B
CHEMBL1827219	B
CHEMBL1827221	B
CHEMBL1908469	B
CHEMBL2174325	B
CHEMBL2184772	B
CHEMBL2396194	B
CHEMBL2400290	B
CHEMBL3243850	B
CHEMBL3395868	B
CHEMBL3418776	B
CHEMBL3871596	B
CHEMBL3991631	B
CHEMBL4266276	B
CHEMBL4266832	B
CHEMBL4311509	B
CHEMBL4311517	B
CHEMBL4311521	B
CHEMBL4370596	B
CHEMBL4610924	B
CHEMBL4610947	B
CHEMBL4623060	B
CHEMBL4623077	B
CHEMBL2209069	B
CHEMBL2209076	B
CHEMBL3417985	B
CHEMBL3417986	B
CHEMBL3417987	B
CHEMBL3417988	B
CHEMBL3417989	B
CHEMBL3417990	B
CHEMBL3418486	B
CHEMBL3418240	B
CHEMBL3607426	B
CHEMBL3607425	B
CHEMBL3607427	B
CHEMBL3421439	B
CHEMBL3421440	B
CHEMBL3417982	B
CHEMBL3772958	B
CHEMBL3887468	B
CHEMBL3887469	B
CHEMBL3887470	B
CHEMBL3887471	B
CHEMBL3418455	B
CHEMBL3418456	B
CHEMBL3418457	B
CHEMBL4401277	B
CHEMBL4401279	B
CHEMBL3772956	B
CHEMBL3858046	B
CHEMBL3858050	B
CHEMBL3858051	B
CHEMBL4027398	B
CHEMBL4027397	B
CHEMBL3858049	B
CHEMBL4479462	B
CHEMBL4007108	B
CHEMBL4007109	B
CHEMBL4007110	B
CHEMBL4020039	B
CHEMBL4020042	B
CHEMBL4020043	B
CHEMBL3994543	B
CHEMBL3994544	B
CHEMBL4042639	B
CHEMBL4008166	B
CHEMBL4008167	B
CHEMBL4138821	B
CHEMBL4613059	B
CHEMBL4042640	B
CHEMBL4008209	B
CHEMBL4042643	B
CHEMBL4138823	B
CHEMBL4138827	B
CHEMBL4138826	B
CHEMBL3871145	B
CHEMBL4357258	B
CHEMBL4357259	B
CHEMBL4404192	B
CHEMBL2210839	B
CHEMBL2059994	B
CHEMBL805135	B
CHEMBL1063344	B
CHEMBL1063346	B
CHEMBL2166136	B
CHEMBL3811955	B
CHEMBL3877222	B
CHEMBL1805885	B
CHEMBL1805887	B
CHEMBL1805901	B
CHEMBL1805903	B
CHEMBL1780645	B
CHEMBL1780647	B
CHEMBL1780728	B
CHEMBL1780896	B
CHEMBL1937262	B
CHEMBL1937260	B
CHEMBL1963729	F
CHEMBL904788	B
CHEMBL1226916	B
CHEMBL1027395	B
CHEMBL923957	B
CHEMBL949020	B
CHEMBL933195	B
CHEMBL1022466	B
CHEMBL1061558	B
CHEMBL1061560	B
CHEMBL1072653	B
CHEMBL1071091	B
CHEMBL644108	B
CHEMBL3887855	B
CHEMBL829154	B
CHEMBL1041236	B
CHEMBL3383777	B
CHEMBL3366740	B
CHEMBL4342688	B
CHEMBL644838	B
CHEMBL829159	B
CHEMBL832772	B
CHEMBL2341913	B
CHEMBL2015198	B
CHEMBL3238626	B
CHEMBL828047	B
CHEMBL3097893	B
CHEMBL3097894	B
CHEMBL642296	B
CHEMBL1771986	B
CHEMBL3635482	B
CHEMBL4037088	B
CHEMBL644101	B
CHEMBL638445	B
CHEMBL1119333	B
CHEMBL3363249	B
CHEMBL3387411	B
CHEMBL3405465	B
CHEMBL3635777	B
CHEMBL4198693	B
CHEMBL4307302	B
CHEMBL4342682	B
CHEMBL4391927	B
CHEMBL3238637	B
CHEMBL3238638	B
CHEMBL828252	B
CHEMBL3603059	B
CHEMBL911220	B
CHEMBL4385768	B
CHEMBL960589	B
CHEMBL1051649	B
CHEMBL829488	B
CHEMBL911226	B
CHEMBL642883	B
CHEMBL4134215	B
CHEMBL4134217	B
CHEMBL4134228	B
CHEMBL4134229	B
CHEMBL4134230	B
CHEMBL4158815	B
CHEMBL753864	B
CHEMBL753865	B
CHEMBL750183	B
CHEMBL1909105	B
CHEMBL617749	B
CHEMBL3736696	B
CHEMBL3816814	B
CHEMBL4259743	B
CHEMBL4413406	B
CHEMBL3880777	B
CHEMBL681463	B
CHEMBL765908	B
CHEMBL1031962	B
CHEMBL1106395	B
CHEMBL1963725	F
CHEMBL866909	B
CHEMBL860181	B
CHEMBL866012	B
CHEMBL936820	B
CHEMBL2089873	B
CHEMBL2393735	B
CHEMBL2429340	B
CHEMBL3705344	B
CHEMBL2393722	B
CHEMBL2424214	B
CHEMBL2424261	B
CHEMBL905885	B
CHEMBL3751430	B
CHEMBL3751431	B
CHEMBL3395896	B
CHEMBL1033173	B
CHEMBL1908586	B
CHEMBL2013603	B
CHEMBL4402902	B
CHEMBL648492	B
CHEMBL2447588	B
CHEMBL647574	B
CHEMBL647575	B
CHEMBL4322120	B
CHEMBL3069076	B
CHEMBL1768098	B
CHEMBL2345605	B
CHEMBL3762417	B
CHEMBL1109788	B
CHEMBL1103408	B
CHEMBL1103409	B
CHEMBL1272369	B
CHEMBL1272371	B
CHEMBL1272375	B
CHEMBL1272377	B
CHEMBL827006	B
CHEMBL1065476	B
CHEMBL1065477	B
CHEMBL2410562	B
CHEMBL3378164	B
CHEMBL3635791	B
CHEMBL861259	B
CHEMBL1046169	B
CHEMBL4222826	B
CHEMBL799116	B
CHEMBL799117	B
CHEMBL1647124	B
CHEMBL1647931	B
CHEMBL862304	B
CHEMBL1819642	B
CHEMBL1012267	B
CHEMBL4219661	B
CHEMBL804695	B
CHEMBL812553	B
CHEMBL884752	B
CHEMBL900437	B
CHEMBL964690	B
CHEMBL964691	B
CHEMBL986143	B
CHEMBL1001385	B
CHEMBL1001386	B
CHEMBL1909109	B
CHEMBL2351265	B
CHEMBL3820429	B
CHEMBL3871863	B
CHEMBL3871875	B
CHEMBL4266643	B
CHEMBL1244798	B
CHEMBL1964107	F
CHEMBL2166479	B
CHEMBL3887401	B
CHEMBL4003376	B
CHEMBL4151857	B
CHEMBL4151434	B
CHEMBL4344348	B
CHEMBL1062880	B
CHEMBL2015535	B
CHEMBL2166480	B
CHEMBL2187134	B
CHEMBL2182293	B
CHEMBL2320043	B
CHEMBL2394349	B
CHEMBL3105981	B
CHEMBL3381514	B
CHEMBL3424943	B
CHEMBL3599534	B
CHEMBL3778243	B
CHEMBL3776531	B
CHEMBL3870426	B
CHEMBL3875856	B
CHEMBL3875863	B
CHEMBL4008938	B
CHEMBL4034241	B
CHEMBL4151435	B
CHEMBL4266648	B
CHEMBL4266651	B
CHEMBL3097668	B
CHEMBL4008895	B
CHEMBL3591177	B
CHEMBL3591332	B
CHEMBL3591331	B
CHEMBL1908409	B
CHEMBL4266655	B
CHEMBL4328390	B
CHEMBL4008913	B
CHEMBL4266674	B
CHEMBL4266653	B
CHEMBL3991694	B
CHEMBL2318753	B
CHEMBL3998484	B
CHEMBL4375164	B
CHEMBL684582	B
CHEMBL1913351	B
CHEMBL859305	B
CHEMBL3388950	B
CHEMBL4425556	B
CHEMBL980690	B
CHEMBL2330672	B
CHEMBL2330673	B
CHEMBL3803120	B
CHEMBL3803119	B
CHEMBL3803390	B
CHEMBL3803389	B
CHEMBL3803391	B
CHEMBL1211829	B
CHEMBL828071	B
CHEMBL856735	B
CHEMBL925148	B
CHEMBL935616	B
CHEMBL959284	B
CHEMBL1029736	B
CHEMBL1118587	B
CHEMBL1788074	B
CHEMBL2340477	B
CHEMBL2415806	B
CHEMBL2429046	B
CHEMBL2446503	B
CHEMBL3102438	B
CHEMBL828814	B
CHEMBL893567	B
CHEMBL976329	B
CHEMBL992757	B
CHEMBL1009248	B
CHEMBL1053958	B
CHEMBL1041179	B
CHEMBL1046635	B
CHEMBL1074272	B
CHEMBL1217101	B
CHEMBL1767828	B
CHEMBL1785908	B
CHEMBL1799008	B
CHEMBL1815540	B
CHEMBL1826750	B
CHEMBL1953729	B
CHEMBL1953731	B
CHEMBL1953733	B
CHEMBL1953735	B
CHEMBL1953737	B
CHEMBL1953739	B
CHEMBL2050862	B
CHEMBL2424156	B
CHEMBL2446193	B
CHEMBL3101065	B
CHEMBL3374777	B
CHEMBL3377086	B
CHEMBL3377095	B
CHEMBL3405433	B
CHEMBL3615094	B
CHEMBL3631191	B
CHEMBL3745427	B
CHEMBL3755043	B
CHEMBL3815666	B
CHEMBL3821827	B
CHEMBL3870982	B
CHEMBL3876602	B
CHEMBL3879548	B
CHEMBL3993627	B
CHEMBL3993917	B
CHEMBL3994310	B
CHEMBL4010243	B
CHEMBL4029478	B
CHEMBL4034207	B
CHEMBL4035967	B
CHEMBL4043562	B
CHEMBL4135747	B
CHEMBL4136602	B
CHEMBL4149855	B
CHEMBL4155228	B
CHEMBL4269591	B
CHEMBL4273052	B
CHEMBL4316491	B
CHEMBL4316479	B
CHEMBL4331762	B
CHEMBL4353554	B
CHEMBL4362414	B
CHEMBL4363586	B
CHEMBL4368292	B
CHEMBL4376607	B
CHEMBL4406728	B
CHEMBL4606702	B
CHEMBL4612651	B
CHEMBL4615766	B
CHEMBL3425140	B
CHEMBL3425231	B
CHEMBL3425232	B
CHEMBL3734143	B
CHEMBL3887841	B
CHEMBL4333225	B
CHEMBL4333226	B
CHEMBL2344107	B
CHEMBL658631	B
CHEMBL658624	B
CHEMBL660247	B
CHEMBL1787194	B
CHEMBL829509	B
